사고ID,데이터구분,연도,사고일자,월,요일,학년,학년급,사고시간_정리,발생시각,사고장소_정리,사고당시활동_정리,사고형태_정리
SAMPLE-04557,합성 예시 데이터,2024,2024-07-10,7,수요일,1,저학년,방과후,14:58,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04558,합성 예시 데이터,2025,2025-11-13,11,목요일,1,저학년,쉬는시간,13:45,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04559,합성 예시 데이터,2025,2025-05-28,5,수요일,4,고학년,5교시,13:31,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-04560,합성 예시 데이터,2024,2024-08-15,8,목요일,5,고학년,2교시,10:05,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-04561,합성 예시 데이터,2024,2024-09-30,9,월요일,1,저학년,하교,14:42,교문·외부동선,이동·보행,부딪힘·충돌
SAMPLE-04562,합성 예시 데이터,2023,2023-07-25,7,화요일,5,고학년,5교시,13:08,운동장,구기·라켓스포츠,넘어짐
SAMPLE-04563,합성 예시 데이터,2025,2025-12-19,12,금요일,1,저학년,5교시,13:25,교실·학습공간,이동·보행,넘어짐
SAMPLE-04564,합성 예시 데이터,2025,2025-08-12,8,화요일,5,고학년,5교시,13:47,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04565,합성 예시 데이터,2021,2021-04-28,4,수요일,5,고학년,4교시,11:56,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-04566,합성 예시 데이터,2022,2022-07-18,7,월요일,6,고학년,점심시간,12:11,운동장,기타 체육,넘어짐
SAMPLE-04567,합성 예시 데이터,2021,2021-03-23,3,화요일,2,저학년,점심시간,12:50,급식·위생공간,식사·위생,미끄러짐
SAMPLE-04568,합성 예시 데이터,2024,2024-03-27,3,수요일,1,저학년,쉬는시간,13:37,계단·복도,놀이·휴식,넘어짐
SAMPLE-04569,합성 예시 데이터,2025,2025-08-26,8,화요일,6,고학년,방과후,15:03,강당·체육관,구기·라켓스포츠,기타
SAMPLE-04570,합성 예시 데이터,2025,2025-05-19,5,월요일,3,고학년,쉬는시간,10:19,교실·학습공간,이동·보행,넘어짐
SAMPLE-04571,합성 예시 데이터,2023,2023-05-24,5,수요일,4,고학년,5교시,13:26,운동장,놀이·휴식,부딪힘·충돌
SAMPLE-04572,합성 예시 데이터,2023,2023-03-03,3,금요일,5,고학년,점심시간,12:56,계단·복도,기타,기타
SAMPLE-04573,합성 예시 데이터,2024,2024-10-08,10,화요일,6,고학년,쉬는시간,11:39,화장실·위생공간,식사·위생,넘어짐
SAMPLE-04574,합성 예시 데이터,2022,2022-10-17,10,월요일,5,고학년,하교,15:40,운동장,기타 체육,부딪힘·충돌
SAMPLE-04575,합성 예시 데이터,2025,2025-04-03,4,목요일,3,고학년,4교시,11:55,운동장,구기·라켓스포츠,넘어짐
SAMPLE-04576,합성 예시 데이터,2025,2025-10-08,10,수요일,2,저학년,쉬는시간,12:03,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-04577,합성 예시 데이터,2021,2021-08-03,8,화요일,6,고학년,방과후,15:32,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-04578,합성 예시 데이터,2024,2024-11-08,11,금요일,3,고학년,방과후,15:58,계단·복도,이동·보행,넘어짐
SAMPLE-04579,합성 예시 데이터,2024,2024-07-16,7,화요일,2,저학년,2교시,10:25,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04580,합성 예시 데이터,2024,2024-08-29,8,목요일,5,고학년,점심시간,12:40,계단·복도,이동·보행,넘어짐
SAMPLE-04581,합성 예시 데이터,2021,2021-05-17,5,월요일,3,고학년,점심시간,12:55,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-04582,합성 예시 데이터,2024,2024-09-20,9,금요일,5,고학년,점심시간,12:11,교실·학습공간,수업·실습,넘어짐
SAMPLE-04583,합성 예시 데이터,2025,2025-07-24,7,목요일,6,고학년,4교시,11:46,교실·학습공간,수업·실습,넘어짐
SAMPLE-04584,합성 예시 데이터,2025,2025-05-22,5,목요일,4,고학년,6교시,13:58,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-04585,합성 예시 데이터,2024,2024-06-17,6,월요일,6,고학년,5교시,13:01,교실·학습공간,수업·실습,넘어짐
SAMPLE-04586,합성 예시 데이터,2023,2023-04-18,4,화요일,5,고학년,방과후,14:32,계단·복도,이동·보행,넘어짐
SAMPLE-04587,합성 예시 데이터,2025,2025-07-29,7,화요일,5,고학년,점심시간,12:47,운동장,기타 체육,부딪힘·충돌
SAMPLE-04588,합성 예시 데이터,2021,2021-07-14,7,수요일,3,고학년,4교시,11:33,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-04589,합성 예시 데이터,2022,2022-05-24,5,화요일,2,저학년,점심시간,12:44,계단·복도,이동·보행,넘어짐
SAMPLE-04590,합성 예시 데이터,2023,2023-08-31,8,목요일,2,저학년,하교,14:10,계단·복도,기타,부딪힘·충돌
SAMPLE-04591,합성 예시 데이터,2025,2025-03-25,3,화요일,1,저학년,점심시간,12:34,계단·복도,이동·보행,미끄러짐
SAMPLE-04592,합성 예시 데이터,2021,2021-09-14,9,화요일,1,저학년,하교,14:46,운동장,기타 체육,부딪힘·충돌
SAMPLE-04593,합성 예시 데이터,2024,2024-11-13,11,수요일,1,저학년,쉬는시간,10:13,계단·복도,이동·보행,미끄러짐
SAMPLE-04594,합성 예시 데이터,2022,2022-03-22,3,화요일,3,고학년,방과후,15:48,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-04595,합성 예시 데이터,2023,2023-08-03,8,목요일,5,고학년,방과후,15:42,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04596,합성 예시 데이터,2024,2024-03-25,3,월요일,3,고학년,2교시,10:23,운동장,기타 체육,넘어짐
SAMPLE-04597,합성 예시 데이터,2021,2021-09-27,9,월요일,4,고학년,쉬는시간,11:23,운동장,놀이·휴식,부딪힘·충돌
SAMPLE-04598,합성 예시 데이터,2022,2022-05-31,5,화요일,5,고학년,4교시,11:41,계단·복도,이동·보행,추락
SAMPLE-04599,합성 예시 데이터,2021,2021-12-07,12,화요일,1,저학년,점심시간,12:27,급식·위생공간,식사·위생,미끄러짐
SAMPLE-04600,합성 예시 데이터,2025,2025-05-09,5,금요일,6,고학년,5교시,13:18,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-04601,합성 예시 데이터,2024,2024-06-21,6,금요일,5,고학년,점심시간,12:27,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04602,합성 예시 데이터,2025,2025-07-08,7,화요일,6,고학년,3교시,10:42,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04603,합성 예시 데이터,2021,2021-03-01,3,월요일,1,저학년,2교시,10:38,강당·체육관,기타 체육,추락
SAMPLE-04604,합성 예시 데이터,2023,2023-05-04,5,목요일,1,저학년,하교,16:41,교문·외부동선,이동·보행,미끄러짐
SAMPLE-04605,합성 예시 데이터,2025,2025-08-07,8,목요일,3,고학년,방과후,15:40,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04606,합성 예시 데이터,2021,2021-05-21,5,금요일,1,저학년,쉬는시간,14:00,계단·복도,이동·보행,추락
SAMPLE-04607,합성 예시 데이터,2024,2024-04-17,4,수요일,6,고학년,방과후,14:40,운동장,기타 체육,기타
SAMPLE-04608,합성 예시 데이터,2025,2025-08-08,8,금요일,2,저학년,쉬는시간,11:17,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-04609,합성 예시 데이터,2021,2021-08-12,8,목요일,6,고학년,점심시간,12:12,급식·위생공간,식사·위생,기타
SAMPLE-04610,합성 예시 데이터,2022,2022-10-03,10,월요일,2,저학년,4교시,11:40,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-04611,합성 예시 데이터,2022,2022-08-16,8,화요일,4,고학년,쉬는시간,12:39,계단·복도,이동·보행,미끄러짐
SAMPLE-04612,합성 예시 데이터,2023,2023-05-16,5,화요일,3,고학년,5교시,13:25,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-04613,합성 예시 데이터,2021,2021-08-19,8,목요일,5,고학년,점심시간,12:43,급식·위생공간,식사·위생,넘어짐
SAMPLE-04614,합성 예시 데이터,2025,2025-04-18,4,금요일,6,고학년,방과후,14:57,운동장,구기·라켓스포츠,넘어짐
SAMPLE-04615,합성 예시 데이터,2023,2023-08-16,8,수요일,3,고학년,6교시,14:07,강당·체육관,기타 체육,넘어짐
SAMPLE-04616,합성 예시 데이터,2022,2022-07-21,7,목요일,4,고학년,방과후,17:17,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04617,합성 예시 데이터,2024,2024-09-10,9,화요일,3,고학년,5교시,13:48,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04618,합성 예시 데이터,2025,2025-09-08,9,월요일,6,고학년,하교,14:18,교문·외부동선,이동·보행,부딪힘·충돌
SAMPLE-04619,합성 예시 데이터,2025,2025-10-29,10,수요일,4,고학년,1교시,09:28,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-04620,합성 예시 데이터,2024,2024-11-11,11,월요일,1,저학년,3교시,11:18,운동장,놀이·휴식,넘어짐
SAMPLE-04621,합성 예시 데이터,2023,2023-08-25,8,금요일,6,고학년,쉬는시간,13:10,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-04622,합성 예시 데이터,2021,2021-05-21,5,금요일,5,고학년,하교,16:25,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-04623,합성 예시 데이터,2024,2024-03-26,3,화요일,4,고학년,5교시,13:17,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-04624,합성 예시 데이터,2024,2024-07-29,7,월요일,5,고학년,6교시,13:56,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04625,합성 예시 데이터,2023,2023-09-04,9,월요일,3,고학년,쉬는시간,10:06,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-04626,합성 예시 데이터,2023,2023-06-19,6,월요일,3,고학년,점심시간,12:26,급식·위생공간,식사·위생,넘어짐
SAMPLE-04627,합성 예시 데이터,2023,2023-10-27,10,금요일,6,고학년,5교시,13:37,계단·복도,이동·보행,추락
SAMPLE-04628,합성 예시 데이터,2024,2024-09-25,9,수요일,4,고학년,쉬는시간,14:12,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04629,합성 예시 데이터,2025,2025-09-17,9,수요일,5,고학년,하교,17:18,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-04630,합성 예시 데이터,2023,2023-03-28,3,화요일,5,고학년,2교시,09:53,운동장,기타 체육,추락
SAMPLE-04631,합성 예시 데이터,2021,2021-07-27,7,화요일,6,고학년,하교,14:44,운동장,이동·보행,추락
SAMPLE-04632,합성 예시 데이터,2025,2025-04-21,4,월요일,4,고학년,쉬는시간,12:42,계단·복도,놀이·휴식,넘어짐
SAMPLE-04633,합성 예시 데이터,2024,2024-09-16,9,월요일,5,고학년,점심시간,12:36,운동장,놀이·휴식,부딪힘·충돌
SAMPLE-04634,합성 예시 데이터,2022,2022-10-28,10,금요일,5,고학년,6교시,14:27,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-04635,합성 예시 데이터,2023,2023-12-13,12,수요일,6,고학년,하교,16:44,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-04636,합성 예시 데이터,2021,2021-12-03,12,금요일,4,고학년,하교,16:37,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04637,합성 예시 데이터,2024,2024-11-01,11,금요일,1,저학년,4교시,11:59,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-04638,합성 예시 데이터,2024,2024-03-21,3,목요일,1,저학년,쉬는시간,13:53,계단·복도,이동·보행,넘어짐
SAMPLE-04639,합성 예시 데이터,2024,2024-12-10,12,화요일,3,고학년,방과후,17:02,계단·복도,놀이·휴식,넘어짐
SAMPLE-04640,합성 예시 데이터,2024,2024-08-14,8,수요일,6,고학년,하교,16:13,계단·복도,놀이·휴식,넘어짐
SAMPLE-04641,합성 예시 데이터,2022,2022-07-28,7,목요일,3,고학년,6교시,14:04,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-04642,합성 예시 데이터,2024,2024-09-13,9,금요일,2,저학년,3교시,11:22,계단·복도,이동·보행,넘어짐
SAMPLE-04643,합성 예시 데이터,2023,2023-08-17,8,목요일,3,고학년,하교,16:50,계단·복도,놀이·휴식,넘어짐
SAMPLE-04644,합성 예시 데이터,2021,2021-03-11,3,목요일,4,고학년,4교시,11:33,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-04645,합성 예시 데이터,2025,2025-03-06,3,목요일,6,고학년,4교시,12:07,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-04646,합성 예시 데이터,2024,2024-05-08,5,수요일,2,저학년,1교시,09:06,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-04647,합성 예시 데이터,2023,2023-07-13,7,목요일,2,저학년,3교시,11:21,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-04648,합성 예시 데이터,2024,2024-10-09,10,수요일,5,고학년,6교시,13:58,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-04649,합성 예시 데이터,2025,2025-11-12,11,수요일,5,고학년,하교,16:03,교문·외부동선,이동·보행,부딪힘·충돌
SAMPLE-04650,합성 예시 데이터,2022,2022-05-11,5,수요일,5,고학년,6교시,14:25,계단·복도,이동·보행,미끄러짐
SAMPLE-04651,합성 예시 데이터,2023,2023-11-29,11,수요일,2,저학년,하교,15:55,계단·복도,이동·보행,미끄러짐
SAMPLE-04652,합성 예시 데이터,2023,2023-07-03,7,월요일,3,고학년,5교시,13:04,운동장,놀이·휴식,부딪힘·충돌
SAMPLE-04653,합성 예시 데이터,2022,2022-07-21,7,목요일,3,고학년,1교시,09:18,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04654,합성 예시 데이터,2022,2022-12-12,12,월요일,1,저학년,점심시간,12:13,급식·위생공간,이동·보행,넘어짐
SAMPLE-04655,합성 예시 데이터,2021,2021-06-17,6,목요일,1,저학년,점심시간,12:53,계단·복도,놀이·휴식,넘어짐
SAMPLE-04656,합성 예시 데이터,2022,2022-03-07,3,월요일,3,고학년,점심시간,12:47,운동장,기타 체육,추락
SAMPLE-04657,합성 예시 데이터,2022,2022-05-20,5,금요일,6,고학년,6교시,14:17,강당·체육관,이동·보행,넘어짐
SAMPLE-04658,합성 예시 데이터,2025,2025-11-26,11,수요일,4,고학년,방과후,17:14,강당·체육관,구기·라켓스포츠,기타
SAMPLE-04659,합성 예시 데이터,2023,2023-04-26,4,수요일,5,고학년,쉬는시간,10:25,계단·복도,이동·보행,넘어짐
SAMPLE-04660,합성 예시 데이터,2024,2024-07-30,7,화요일,6,고학년,쉬는시간,11:13,교실·학습공간,이동·보행,넘어짐
SAMPLE-04661,합성 예시 데이터,2023,2023-11-13,11,월요일,4,고학년,방과후,15:07,교실·학습공간,수업·실습,넘어짐
SAMPLE-04662,합성 예시 데이터,2021,2021-11-23,11,화요일,1,저학년,등교 전,08:40,계단·복도,기타,부딪힘·충돌
SAMPLE-04663,합성 예시 데이터,2024,2024-09-23,9,월요일,3,고학년,4교시,11:43,계단·복도,이동·보행,미끄러짐
SAMPLE-04664,합성 예시 데이터,2024,2024-07-22,7,월요일,3,고학년,6교시,14:08,운동장,놀이·휴식,미끄러짐
SAMPLE-04665,합성 예시 데이터,2022,2022-08-19,8,금요일,4,고학년,3교시,10:52,계단·복도,이동·보행,미끄러짐
SAMPLE-04666,합성 예시 데이터,2022,2022-10-26,10,수요일,5,고학년,2교시,09:54,교실·학습공간,수업·실습,넘어짐
SAMPLE-04667,합성 예시 데이터,2022,2022-08-25,8,목요일,2,저학년,쉬는시간,11:54,계단·복도,이동·보행,넘어짐
SAMPLE-04668,합성 예시 데이터,2024,2024-12-17,12,화요일,1,저학년,쉬는시간,12:47,화장실·위생공간,식사·위생,넘어짐
SAMPLE-04669,합성 예시 데이터,2022,2022-04-07,4,목요일,6,고학년,점심시간,12:37,교실·학습공간,이동·보행,넘어짐
SAMPLE-04670,합성 예시 데이터,2022,2022-06-21,6,화요일,3,고학년,4교시,11:44,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04671,합성 예시 데이터,2022,2022-05-09,5,월요일,4,고학년,1교시,09:49,계단·복도,이동·보행,미끄러짐
SAMPLE-04672,합성 예시 데이터,2022,2022-07-27,7,수요일,2,저학년,4교시,11:54,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04673,합성 예시 데이터,2022,2022-04-14,4,목요일,1,저학년,3교시,11:00,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-04674,합성 예시 데이터,2025,2025-07-25,7,금요일,2,저학년,쉬는시간,14:06,계단·복도,이동·보행,넘어짐
SAMPLE-04675,합성 예시 데이터,2022,2022-12-09,12,금요일,5,고학년,6교시,14:09,운동장,구기·라켓스포츠,기타
SAMPLE-04676,합성 예시 데이터,2022,2022-04-25,4,월요일,1,저학년,방과후,15:14,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-04677,합성 예시 데이터,2024,2024-11-20,11,수요일,5,고학년,2교시,10:21,강당·체육관,구기·라켓스포츠,기타
SAMPLE-04678,합성 예시 데이터,2025,2025-07-14,7,월요일,6,고학년,방과후,14:56,계단·복도,놀이·휴식,넘어짐
SAMPLE-04679,합성 예시 데이터,2025,2025-06-11,6,수요일,3,고학년,4교시,12:04,운동장,놀이·휴식,부딪힘·충돌
SAMPLE-04680,합성 예시 데이터,2021,2021-08-09,8,월요일,1,저학년,쉬는시간,13:47,교실·학습공간,이동·보행,미끄러짐
SAMPLE-04681,합성 예시 데이터,2025,2025-04-14,4,월요일,3,고학년,5교시,13:44,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-04682,합성 예시 데이터,2024,2024-10-29,10,화요일,5,고학년,방과후,15:17,강당·체육관,기타 체육,기타
SAMPLE-04683,합성 예시 데이터,2021,2021-03-15,3,월요일,1,저학년,방과후,16:04,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04684,합성 예시 데이터,2025,2025-09-03,9,수요일,6,고학년,등교 전,08:04,교문·외부동선,교통·탑승,넘어짐
SAMPLE-04685,합성 예시 데이터,2023,2023-09-12,9,화요일,2,저학년,하교,14:14,교문·외부동선,이동·보행,부딪힘·충돌
SAMPLE-04686,합성 예시 데이터,2024,2024-11-01,11,금요일,6,고학년,쉬는시간,13:54,계단·복도,이동·보행,넘어짐
SAMPLE-04687,합성 예시 데이터,2024,2024-10-01,10,화요일,2,저학년,3교시,11:23,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-04688,합성 예시 데이터,2024,2024-11-06,11,수요일,4,고학년,방과후,17:05,교실·학습공간,이동·보행,넘어짐
SAMPLE-04689,합성 예시 데이터,2022,2022-10-31,10,월요일,5,고학년,하교,16:38,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-04690,합성 예시 데이터,2024,2024-06-14,6,금요일,1,저학년,등교 전,07:51,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-04691,합성 예시 데이터,2021,2021-07-21,7,수요일,5,고학년,하교,16:09,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-04692,합성 예시 데이터,2022,2022-03-24,3,목요일,6,고학년,5교시,13:45,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04693,합성 예시 데이터,2022,2022-10-24,10,월요일,1,저학년,점심시간,12:24,급식·위생공간,식사·위생,넘어짐
SAMPLE-04694,합성 예시 데이터,2025,2025-06-16,6,월요일,5,고학년,4교시,11:42,운동장,구기·라켓스포츠,넘어짐
SAMPLE-04695,합성 예시 데이터,2023,2023-06-29,6,목요일,5,고학년,5교시,13:14,교실·학습공간,이동·보행,넘어짐
SAMPLE-04696,합성 예시 데이터,2022,2022-07-07,7,목요일,2,저학년,2교시,10:04,계단·복도,이동·보행,미끄러짐
SAMPLE-04697,합성 예시 데이터,2025,2025-03-26,3,수요일,5,고학년,방과후,17:06,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-04698,합성 예시 데이터,2021,2021-05-06,5,목요일,1,저학년,하교,16:24,교문·외부동선,교통·탑승,기타
SAMPLE-04699,합성 예시 데이터,2022,2022-06-23,6,목요일,2,저학년,쉬는시간,13:24,계단·복도,이동·보행,넘어짐
SAMPLE-04700,합성 예시 데이터,2023,2023-07-03,7,월요일,2,저학년,2교시,09:52,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-04701,합성 예시 데이터,2024,2024-03-04,3,월요일,5,고학년,점심시간,12:34,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04702,합성 예시 데이터,2025,2025-04-11,4,금요일,6,고학년,6교시,14:08,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04703,합성 예시 데이터,2024,2024-03-14,3,목요일,3,고학년,점심시간,12:11,교실·학습공간,수업·실습,넘어짐
SAMPLE-04704,합성 예시 데이터,2023,2023-12-19,12,화요일,1,저학년,쉬는시간,12:27,화장실·위생공간,식사·위생,화상
SAMPLE-04705,합성 예시 데이터,2023,2023-11-22,11,수요일,5,고학년,방과후,14:59,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04706,합성 예시 데이터,2025,2025-09-02,9,화요일,2,저학년,점심시간,12:59,계단·복도,이동·보행,넘어짐
SAMPLE-04707,합성 예시 데이터,2023,2023-05-25,5,목요일,6,고학년,점심시간,12:59,급식·위생공간,이동·보행,넘어짐
SAMPLE-04708,합성 예시 데이터,2023,2023-04-21,4,금요일,6,고학년,6교시,14:24,계단·복도,이동·보행,미끄러짐
SAMPLE-04709,합성 예시 데이터,2021,2021-06-21,6,월요일,2,저학년,5교시,13:10,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-04710,합성 예시 데이터,2025,2025-05-21,5,수요일,6,고학년,1교시,09:20,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-04711,합성 예시 데이터,2025,2025-04-30,4,수요일,3,고학년,2교시,09:51,강당·체육관,이동·보행,미끄러짐
SAMPLE-04712,합성 예시 데이터,2025,2025-04-17,4,목요일,1,저학년,3교시,10:49,운동장,구기·라켓스포츠,기타
SAMPLE-04713,합성 예시 데이터,2025,2025-08-27,8,수요일,5,고학년,점심시간,12:51,운동장,구기·라켓스포츠,넘어짐
SAMPLE-04714,합성 예시 데이터,2024,2024-11-04,11,월요일,2,저학년,5교시,13:06,강당·체육관,기타 체육,부딪힘·충돌
SAMPLE-04715,합성 예시 데이터,2025,2025-07-04,7,금요일,5,고학년,쉬는시간,12:51,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-04716,합성 예시 데이터,2021,2021-08-12,8,목요일,2,저학년,점심시간,12:13,계단·복도,이동·보행,넘어짐
SAMPLE-04717,합성 예시 데이터,2024,2024-10-24,10,목요일,3,고학년,쉬는시간,11:34,계단·복도,놀이·휴식,넘어짐
SAMPLE-04718,합성 예시 데이터,2024,2024-05-16,5,목요일,5,고학년,4교시,11:47,교실·학습공간,수업·실습,넘어짐
SAMPLE-04719,합성 예시 데이터,2023,2023-03-16,3,목요일,2,저학년,방과후,16:25,강당·체육관,기타 체육,넘어짐
SAMPLE-04720,합성 예시 데이터,2022,2022-06-16,6,목요일,4,고학년,1교시,09:16,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-04721,합성 예시 데이터,2021,2021-11-02,11,화요일,1,저학년,쉬는시간,14:14,화장실·위생공간,이동·보행,미끄러짐
SAMPLE-04722,합성 예시 데이터,2023,2023-11-20,11,월요일,2,저학년,5교시,13:29,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04723,합성 예시 데이터,2025,2025-12-17,12,수요일,5,고학년,1교시,09:26,교실·학습공간,이동·보행,넘어짐
SAMPLE-04724,합성 예시 데이터,2025,2025-11-24,11,월요일,6,고학년,5교시,13:36,교실·학습공간,수업·실습,기타
SAMPLE-04725,합성 예시 데이터,2022,2022-06-01,6,수요일,4,고학년,2교시,10:03,교실·학습공간,수업·실습,넘어짐
SAMPLE-04726,합성 예시 데이터,2022,2022-07-25,7,월요일,4,고학년,점심시간,12:30,급식·위생공간,이동·보행,넘어짐
SAMPLE-04727,합성 예시 데이터,2023,2023-09-21,9,목요일,4,고학년,하교,16:50,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04728,합성 예시 데이터,2023,2023-05-17,5,수요일,6,고학년,5교시,13:16,강당·체육관,기타 체육,넘어짐
SAMPLE-04729,합성 예시 데이터,2022,2022-03-09,3,수요일,3,고학년,3교시,11:03,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-04730,합성 예시 데이터,2025,2025-05-13,5,화요일,1,저학년,하교,14:49,교문·외부동선,이동·보행,넘어짐
SAMPLE-04731,합성 예시 데이터,2024,2024-11-05,11,화요일,5,고학년,쉬는시간,10:34,운동장,이동·보행,넘어짐
SAMPLE-04732,합성 예시 데이터,2021,2021-05-07,5,금요일,4,고학년,3교시,11:28,교실·학습공간,수업·실습,넘어짐
SAMPLE-04733,합성 예시 데이터,2022,2022-06-06,6,월요일,3,고학년,3교시,10:48,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-04734,합성 예시 데이터,2022,2022-06-09,6,목요일,5,고학년,쉬는시간,11:51,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-04735,합성 예시 데이터,2023,2023-03-23,3,목요일,1,저학년,6교시,14:17,운동장,구기·라켓스포츠,넘어짐
SAMPLE-04736,합성 예시 데이터,2025,2025-07-15,7,화요일,6,고학년,4교시,11:55,교실·학습공간,이동·보행,미끄러짐
SAMPLE-04737,합성 예시 데이터,2022,2022-05-24,5,화요일,6,고학년,6교시,14:18,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04738,합성 예시 데이터,2023,2023-06-09,6,금요일,4,고학년,쉬는시간,12:54,계단·복도,이동·보행,넘어짐
SAMPLE-04739,합성 예시 데이터,2021,2021-05-18,5,화요일,3,고학년,6교시,14:15,계단·복도,기타,넘어짐
SAMPLE-04740,합성 예시 데이터,2025,2025-06-10,6,화요일,6,고학년,쉬는시간,13:33,운동장,기타 체육,부딪힘·충돌
SAMPLE-04741,합성 예시 데이터,2025,2025-05-01,5,목요일,3,고학년,하교,15:20,교문·외부동선,교통·탑승,기타
SAMPLE-04742,합성 예시 데이터,2024,2024-09-30,9,월요일,2,저학년,하교,16:42,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-04743,합성 예시 데이터,2023,2023-09-04,9,월요일,6,고학년,2교시,10:20,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-04744,합성 예시 데이터,2023,2023-04-28,4,금요일,5,고학년,점심시간,12:24,급식·위생공간,이동·보행,넘어짐
SAMPLE-04745,합성 예시 데이터,2024,2024-07-30,7,화요일,5,고학년,쉬는시간,12:43,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-04746,합성 예시 데이터,2025,2025-06-16,6,월요일,2,저학년,방과후,15:43,강당·체육관,기타 체육,추락
SAMPLE-04747,합성 예시 데이터,2022,2022-10-14,10,금요일,4,고학년,하교,15:17,교문·외부동선,교통·탑승,넘어짐
SAMPLE-04748,합성 예시 데이터,2022,2022-08-16,8,화요일,5,고학년,3교시,11:01,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-04749,합성 예시 데이터,2024,2024-10-14,10,월요일,2,저학년,쉬는시간,11:45,운동장,기타 체육,넘어짐
SAMPLE-04750,합성 예시 데이터,2024,2024-09-05,9,목요일,1,저학년,4교시,12:06,교실·학습공간,수업·실습,물체에 맞음
